Blog	dirty	dogs	teacher	direction	chose	legs	garden	co	ball	taught	apart	dropped	k	previous	message	beauty	lines	english	november	thanksgiving	wet	flying	facebook	steps	hello	angel	towards	famous	stood	expected	mess	worst	system	celebrate	hell	teeth	practice	chicken	broke	grand	wind	unfortunately	sea	december	blood	y	program	sugar	nearly	holy	reality	parking	discovered	pack	north	absolutely	posts	section	article	herself	doctor	cross	gold	mix	lake	travel	inspired	focus	meaning	machine	buying	ladies	nose	teach	doors	visiting	latest	common	hospital	river	sale	everybody	bear	windows	l	cup	mood	bird	speed	seconds	island	board	changing	easily	brothers	lessons	screen	managed	brings	faces	sky	fix	runs	obviously	key	include	babies	agree	cd	throughout	series	race	la	player	asleep	based	actual	consider	animals	shut	literally	bottle	blow	likely	tiny	shape	possibly	checking	hadn	pre	build	available	radio	ate	falling	plays	nature	crowd	row	cards	adventure	copy	birth	relationship	charge	heat	comfortable	gifts	checked	basically	creative	slightly	scary	interest	familiar	online	beyond	presents	suppose	remembered	roll	clock	sell	horse	success	laid	weight	doubt	allow	blogs	cried	example	magic	south	soft	hungry	ya	wanting	push	reminds	bathroom	hearts	million	breath	clearly	official	candy	passing	cars	price	whose	v	pray	result	paying	saved	fat	ticket	whom	forgotten	lie	library	journey	strength	dr	points	tea	breaking	joined	ends	handle	perfectly	attempt	f	brand	notes	tour	storm	families	ups	drinking	member	regular	fashion	gas	goal	hole	seat	uncle	fighting	signs	bath	okay	classic	effort	pair	september	promised	grateful	advice	plenty	february	training	involved	schedule	harder	ending	younger	address	riding	easter	dressed	faster	cheap	sold	community	santa	results	kiss	according	boring	reminded	artist	lesson	willing	van	truck	america	sisters	catching	flat	issue	evil	concert	describe	halloween	contact	challenge	collection	items	freedom	film	prepared	barely	heads	kill	anniversary	whenever	james	content	background	disappointed	mountain	grandma	sang	sand	aunt	sometime	flight	swing	sight	jesus	spread	hall	till	nervous	orange	camp	angry	shall	bike	extremely	fans	purpose	holidays	lord	release	rolling	continued	terrible	nap	progress	comfort	nobody	helps	cost	nor	grew	fantastic	numbers	w	de	milk	wise	response	falls	sharing	raise	officially	becoming	certainly	j	mid	plane	moon	throwing	grade	otherwise	excuse	master	swimming	letters	yours	heading	impossible	addition	picking	walls	hardly	daddy	guest	interview	rocks	remind	besides	character	tall	account	smell	social	calm	bags	ring	image	faith	paint	greatest	health	folks	waste	lay	wide	tag	pants	bringing	laughed	period	term	states	bill	per	national	shower	review	album	blame	mini	opinion	bedroom	rule	plastic	edge	rich	houses	michael	hide	effect	wash	unique	animal	finishing	airport	pleasure	eve	listened	ear	emotional	classes	midnight	pages	force	fellow	text	york	apple	traffic	shared	quote	jack	yard	joke	finger	kinds	yellow	ah	accept	birds	pure	serve	invited	subject	aside	mirror	normally	currently	garage	block	cheese	compared	goodbye	clouds	grass	pics	leg	blast	offered	bored	shoot	honestly	delicious	happiness	related	student	forced	jumped	meal	via	draw	upset	signed	lyrics	french	stomach	excitement	discussion	pulling	position	expensive	knowledge	bet	apartment	hi	neither	students	path	enter	reached	painting	loose	among	credit	blessed	obvious	visited	healthy	east	projects	receive	generally	flower	various
Nice Girl Nice Life Nice Home	0	0	1	0	1	1	4	0	0	0	0	0	0	2	3	2	0	5	2	0	1	0	2	0	3	2	0	1	2	0	2	0	0	6	1	0	0	11	0	0	0	20	6	2	0	0	0	8	1	0	1	0	1	4	0	2	1	1	2	1	0	0	0	2	0	0	10	1	0	8	4	0	0	0	2	1	0	0	3	0	10	15	0	2	0	16	3	1	0	2	1	4	1	3	0	1	2	1	0	0	1	0	2	0	1	0	0	6	0	1	0	4	0	0	0	1	2	0	0	1	1	2	0	0	0	4	1	3	0	1	3	0	1	10	2	1	0	0	1	2	0	0	1	0	0	3	3	0	2	1	4	0	0	0	1	13	0	3	1	2	0	0	16	0	0	0	3	0	1	15	1	3	0	3	1	1	0	0	0	2	11	1	0	0	0	0	2	0	1	6	1	1	2	20	1	4	19	0	0	4	0	0	2	1	0	0	33	0	1	0	1	3	0	0	2	0	2	0	0	1	1	2	0	1	0	1	3	1	0	0	2	1	1	0	3	2	4	4	0	1	0	1	6	0	0	0	0	1	0	1	4	4	2	3	9	0	2	0	0	0	1	0	1	1	1	2	0	0	4	1	1	1	0	1	0	0	2	1	5	3	0	3	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	5	1	4	0	0	1	8	1	0	0	1	0	0	1	1	4	0	0	0	2	2	1	0	0	4	0	0	6	14	1	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	3	0	2	2	0	18	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	8	1	0	0	0	12	0	0	0	0	1	0	1	3	1	2	1	0	0	1	0	1	0	0	0	16	11	0	0	1	0	0	2	1	10	0	1	2	0	0	0	0	2	1	0	6	0	0	0	7	1	1	1	2	0	0	0	1	1	0	0	7	1	0	0	0	0	5	0	1	0	0	0	5	0	0	0	0	0	7	0	0	0	12	0	0	0	1	0	16	1	0	0	0	0	8	17	2	0	0	0	0	2
Warren Family	0	2	3	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	3	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	3	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	2	1	0	1	2	0	1	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	6	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	1	1	0	0	2	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	2	0	0	1	0	0	1	0	0	0
Just How I Sparkle...	1	1	2	0	1	0	0	3	0	1	3	1	0	0	6	4	1	2	0	3	2	1	2	4	6	0	2	0	5	0	5	4	1	1	0	1	3	0	1	0	2	2	2	0	3	0	0	0	0	10	10	3	1	0	0	4	1	0	0	0	0	5	2	1	2	0	0	1	7	0	0	0	0	1	1	1	0	0	0	0	1	0	2	1	0	0	0	2	0	2	0	1	4	5	1	0	0	0	2	0	4	2	1	1	1	0	0	2	4	3	1	2	0	0	5	1	0	0	0	4	2	0	0	1	4	1	1	0	0	1	1	0	2	1	1	1	1	2	0	2	1	0	0	10	1	2	2	3	1	1	0	0	4	0	1	0	1	1	6	1	0	0	2	0	0	1	1	2	1	2	3	2	0	1	1	9	2	3	2	1	0	9	1	1	1	0	3	1	4	0	2	2	27	0	2	3	0	0	0	4	3	0	2	9	0	0	1	1	0	1	6	4	1	0	2	0	1	5	1	1	0	0	0	1	0	1	0	0	0	3	3	0	9	0	1	0	1	5	0	1	1	0	2	1	0	2	4	0	0	0	1	1	3	0	1	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	5	6	2	0	1	0	0	0	3	0	0	1	1	3	0	2	2	0	1	2	0	0	3	5	1	1	0	0	0	30	4	0	6	1	2	3	1	2	6	0	0	2	0	43	2	1	2	0	0	0	8	0	1	3	8	1	0	0	0	1	0	3	1	1	2	3	1	1	0	0	0	0	0	0	6	0	1	0	0	1	6	0	0	0	2	1	0	0	2	0	0	0	0	3	1	0	0	0	3	0	1	2	9	0	0	1	0	0	2	0	0	0	1	0	6	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	1	0	1	3	4	1	0	0	0	2	0	0	2	0	2	2	0	1	0	0	2	3	1	1	1	0	0	1	0	0	5	1	0	2	0	4	2	1	2	2	0	0	0	3	0	0	3	8	9	0	0	2	2	1	1	3	4	0	2	0	1	3	1	0	0	2	0	0	7	0	0	1	0	0	1	0	3	1	0	0	4	0	2	1	3	1	0	0	2	4	2	0	1	0	0	9	0	1	1
Jess and Jeff...	2	2	1	5	2	5	10	0	1	0	1	2	1	2	1	0	4	0	3	14	1	6	0	1	3	0	0	4	2	1	0	0	2	0	0	2	1	12	2	3	2	27	23	10	4	0	15	2	3	1	1	7	3	4	40	3	2	3	0	0	1	2	4	3	2	5	0	1	0	1	3	0	2	2	0	6	1	1	1	3	0	4	2	2	0	0	0	4	1	0	72	3	1	3	1	2	1	11	0	2	1	1	5	3	7	5	0	1	2	1	1	5	3	1	3	6	3	0	5	2	0	0	1	3	5	2	3	2	5	0	0	5	5	6	2	1	0	0	2	0	2	1	0	0	0	1	3	1	7	6	2	3	3	2	3	11	4	2	1	0	1	0	2	2	0	0	1	2	0	1	1	1	0	8	1	2	0	1	1	0	8	0	3	0	0	3	0	2	1	0	0	0	0	0	2	1	5	2	0	0	0	4	4	0	3	1	6	0	8	1	1	3	4	0	2	0	9	3	0	0	2	1	5	1	1	3	1	1	1	1	3	6	16	2	0	0	3	3	0	2	3	0	7	2	9	0	4	0	6	2	0	5	2	1	4	5	2	0	0	1	4	4	2	0	0	1	5	1	0	4	1	1	2	2	1	8	3	0	0	0	1	0	1	2	1	1	2	0	1	0	4	3	8	6	0	12	1	7	8	1	1	0	1	4	0	0	1	12	0	0	10	4	2	2	3	0	0	1	5	1	5	2	0	0	0	1	0	1	27	2	0	1	1	0	1	3	2	0	3	0	1	43	1	4	0	1	2	4	6	5	9	2	0	10	1	2	3	3	3	0	0	1	2	0	0	0	5	0	2	2	2	0	0	1	0	3	0	4	2	0	0	3	0	0	2	0	1	0	5	1	1	7	4	1	14	0	12	0	8	0	1	2	1	6	1	0	0	3	2	4	2	12	1	0	0	2	0	21	2	0	3	1	0	1	2	10	1	0	2	1	0	0	0	1	0	0	5	1	1	0	0	0	0	2	4	0	0	2	2	1	2	1	7	3	2	2	1	0	0	18	0	1	6	1	2	2	4	1	1	1	0	4	0	0	3	2	3	3	0	0	6	1	4	5	0	0	0	2	2	2	1	0	1	10	1	5	1	0	0	2	12
the Rattling	2	6	0	6	2	3	1	1	1	2	6	7	1	3	2	5	15	2	2	2	6	5	0	1	1	2	4	3	3	0	8	3	2	8	9	9	41	0	5	0	1	4	2	1	5	8	3	0	4	2	4	2	3	6	1	0	1	7	1	1	6	8	3	15	1	0	6	6	0	26	1	2	1	1	2	0	1	2	2	2	0	5	1	2	0	1	4	7	1	3	7	0	1	2	3	0	3	9	0	1	5	3	0	5	22	1	2	1	10	4	0	4	5	6	1	3	5	3	0	1	1	5	2	3	15	8	7	2	3	1	7	0	1	11	8	10	2	2	3	0	5	0	5	2	3	1	7	2	1	6	3	2	1	1	1	1	0	0	28	0	8	2	1	1	2	1	2	5	0	4	0	5	1	3	5	2	7	4	4	16	0	2	0	4	8	2	0	1	1	2	1	0	4	2	1	2	2	1	0	1	3	3	1	3	2	0	4	2	0	2	2	2	5	10	6	4	14	4	4	1	13	0	0	3	0	0	13	2	0	3	6	4	4	2	8	0	0	1	0	1	0	0	0	7	2	10	7	1	1	1	1	1	3	2	3	0	3	2	1	0	0	6	2	2	0	4	0	1	0	0	4	1	11	0	4	1	0	2	3	0	0	4	0	8	2	4	1	1	4	0	11	2	9	1	37	2	0	5	8	2	3	2	4	1	4	3	0	0	5	3	3	0	2	1	2	0	4	4	0	8	3	3	0	7	0	0	0	4	3	3	7	1	0	0	0	1	0	0	1	2	2	1	3	4	1	1	1	0	0	2	0	1	2	1	4	10	0	2	1	1	0	3	3	0	1	2	2	1	0	1	1	3	3	0	1	0	0	0	1	2	1	1	6	0	1	4	2	1	0	2	1	1	3	1	36	1	0	0	0	0	5	2	4	0	0	1	6	2	0	3	8	4	0	8	7	2	0	5	1	0	3	1	0	1	2	0	1	0	4	4	2	4	2	0	1	0	5	10	1	0	0	0	1	1	0	0	4	0	2	6	3	2	1	4	3	2	0	1	1	0	0	3	1	2	4	1	1	0	5	0	111	2	2	0	1	2	0	2	0	4	7	3	0	2	1	0	0	0	5	1	1	0	9	1	1	2	4	0	0	2	1
Pettett Family	2	0	2	0	3	1	5	0	6	4	7	0	0	0	0	3	1	0	1	9	4	2	0	2	2	1	3	6	0	3	0	2	0	7	0	7	1	0	1	0	1	3	3	0	1	0	4	6	0	0	3	1	0	8	4	0	0	0	0	3	2	1	1	2	3	1	0	0	1	0	0	0	2	2	2	2	0	0	3	15	0	0	2	2	0	1	0	2	0	5	1	7	1	0	3	0	0	1	2	3	0	2	2	0	1	0	1	0	1	1	1	9	1	1	1	0	0	0	1	0	4	2	3	0	0	4	0	1	2	0	5	0	0	3	0	0	0	2	1	0	7	0	2	1	1	0	0	5	0	0	2	0	2	0	0	0	1	6	2	1	1	4	1	2	1	0	0	1	2	0	3	0	1	1	2	0	1	0	2	0	1	0	0	2	0	0	9	0	3	2	1	3	6	0	0	2	0	0	0	1	0	2	2	0	2	0	0	2	1	1	1	0	2	0	1	0	0	2	4	0	0	0	1	0	0	1	2	0	4	1	1	2	2	2	1	0	1	0	0	0	2	0	0	2	0	0	1	0	0	4	9	4	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	4	0	10	0	3	0	3	0	0	0	1	4	0	1	0	90	0	0	0	4	5	1	12	5	0	1	3	5	6	1	1	13	0	1	11	0	0	12	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	3	0	0	2	1	2	0	4	0	1	0	2	0	0	1	0	0	1	0	1	0	0	6	0	0	1	0	2	4	5	0	19	0	0	5	1	0	0	4	0	2	0	1	1	1	1	0	3	1	3	0	0	4	1	0	2	1	1	0	0	0	2	1	2	3	1	0	0	2	0	1	0	0	0	0	5	0	1	0	0	2	3	0	0	1	2	1	3	0	0	0	0	1	0	0	0	12	0	1	0	0	13	0	2	2	3	1	1	4	3	0	9	0	0	0	0	0	0	9	3	0	0	0	11	0	2	10	1	0	0	0	14	0	0	0	0	2	1	0	1	1	0	0	4	0	2	0	3	0	1	0	1	0	0	0	1	7	2	1	2	0	0	1	4	0	3	1	0	1	0	0	1	0
Journal to a Muse	1	3	1	6	2	2	11	1	1	4	1	0	2	4	3	4	2	1	2	4	6	1	1	1	0	2	2	2	1	7	1	0	2	3	0	2	1	2	0	6	7	2	8	1	1	2	2	2	4	2	2	8	6	2	9	1	1	1	0	3	1	1	3	1	8	1	2	1	1	2	6	1	2	1	4	2	1	1	1	9	7	7	3	3	0	3	2	9	0	1	3	0	1	1	1	1	1	5	0	1	4	3	1	0	1	1	4	3	0	2	6	0	4	0	0	2	2	3	6	1	0	2	2	1	4	3	4	1	4	8	1	0	1	1	0	0	1	0	2	1	10	1	2	2	2	2	2	1	1	3	3	3	1	1	3	0	3	3	2	1	0	3	1	2	1	2	1	1	2	0	0	1	2	7	3	2	2	2	0	1	0	0	2	0	0	4	0	1	1	1	3	1	0	3	0	0	2	0	1	0	1	6	1	0	0	2	4	1	2	2	0	5	1	0	2	3	1	6	3	3	0	1	3	0	5	1	1	1	0	0	8	5	1	0	2	2	4	5	4	2	6	0	0	0	0	2	0	3	2	1	5	0	2	1	3	4	2	2	0	2	1	3	17	2	0	2	6	3	3	6	2	1	0	0	0	3	0	8	5	5	0	0	1	1	1	1	5	1	1	0	1	1	0	7	1	5	0	0	1	1	2	0	0	3	0	3	4	0	0	0	1	2	1	0	0	0	0	1	2	0	3	11	0	4	1	1	5	1	0	0	9	3	1	2	5	2	1	0	3	1	4	7	3	0	7	1	2	9	2	2	1	2	1	4	1	0	1	1	5	6	0	0	1	4	6	0	6	0	1	3	4	1	1	18	0	14	0	1	1	0	1	4	2	0	0	0	0	0	0	1	2	0	0	2	0	0	3	2	1	0	0	3	2	13	0	1	1	2	0	1	2	0	1	0	1	0	1	3	0	3	0	5	1	10	4	3	3	5	0	7	0	2	3	4	0	1	10	1	1	4	5	2	0	1	0	4	1	0	0	0	5	3	0	0	0	1	1	1	0	0	1	3	3	0	1	2	3	6	1	2	1	3	0	0	0	1	0	2	1	2	0	0	1	2	1	1	0	48	2	5	0	2	2	5	0	8	2	0	2	1	6
DeMom, Mr. Clean, Jarhead, and Lego	1	1	3	1	8	5	3	2	8	25	5	4	5	1	0	2	0	5	26	15	4	1	11	2	8	4	0	1	2	4	0	5	1	5	0	2	2	9	2	3	1	2	2	14	1	3	0	3	4	1	2	1	0	6	1	4	18	6	1	1	13	1	0	4	3	5	2	2	2	1	1	0	9	13	3	8	1	4	20	0	1	0	9	3	0	3	5	0	0	2	2	0	8	3	2	1	1	0	2	8	1	3	6	3	4	1	2	0	2	3	1	0	0	0	13	1	2	0	4	9	3	5	3	1	3	4	0	2	10	1	4	1	2	27	6	9	1	0	1	2	2	1	7	3	1	1	3	13	2	6	0	0	6	1	0	4	1	1	10	3	7	0	2	0	1	3	4	4	2	4	6	3	0	1	0	3	0	7	2	6	7	0	0	1	0	1	8	0	6	1	1	5	10	2	1	2	1	1	0	1	2	1	4	0	3	3	0	3	4	2	3	1	4	0	1	1	1	3	17	1	1	1	4	0	3	13	0	8	2	0	1	16	22	0	1	1	9	5	68	1	1	10	2	2	9	1	0	2	0	3	3	2	2	1	2	1	7	2	3	3	1	4	0	0	3	0	5	1	7	0	1	1	0	1	1	10	5	5	0	0	4	1	5	1	0	1	10	6	0	2	0	0	2	21	2	2	8	0	0	6	1	14	2	1	0	6	4	3	0	2	0	1	0	3	5	6	0	1	4	0	13	4	2	1	8	2	1	3	13	3	3	1	10	5	2	8	0	5	4	2	0	2	1	3	0	4	0	2	0	2	3	7	3	2	0	3	1	0	4	12	4	0	5	4	0	0	1	0	1	1	1	0	1	0	6	6	5	4	1	0	5	1	2	0	2	1	1	6	3	0	1	1	15	0	0	1	2	1	4	1	0	1	1	5	0	3	0	0	1	2	3	4	0	4	2	1	2	6	2	3	0	0	1	0	1	3	1	5	38	1	2	1	1	1	0	2	3	0	4	2	0	3	0	0	1	0	2	9	2	3	2	1	32	2	1	5	8	1	1	1	4	0	1	0	3	5	0	3	0	2	0	1	2	3	0	2	7	1	0	1	19	2	7	0	5	0	3	3	1	0	1	17	0	16	4	2	2	2	2	1	0
Catmull Family	1	1	2	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	4	1	1	0	2	1	0	0	1	1	1	1	0	0	1	0	10	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	3	0	0	0	6	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	4	0	1	1	0	0	0	6	2	0	0	2	0	0	0	2	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	3	0	0	0	6	1	0	3	1	0	1	1	0	0	0	4	0	0	0	11	1	0	0	3	5	1	0	0	0	0	2	0	1	4	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	2	1	0	2	0	0	0	3	0	2	0	0	0	0	3	1	0	0	0	0	1	0	0	6	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	1	0	3	1	1	0	1	4	0	4	0	0	0	1	0	0	6	2	1	0	0	0	0	0	0	2	0	0	6	2	1	1	0	11	0	5	1	0	1	0	2	0	0	0	0	0	5	1	2	0	0	0	2	13	2	1	7	0	1	1	0	0	0	0	0	2	0	0	1	0	4	2	1	0	1	0	2	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	3	0	0	2	2	4	0	1	0	5	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	8	1	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	1	0	3	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	5	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
Mowing the Lawn	2	0	4	2	4	2	9	0	0	4	0	6	1	1	8	6	13	2	0	0	5	4	16	4	0	1	0	1	4	6	3	1	10	3	3	7	3	29	1	4	7	7	4	1	3	1	1	0	5	6	2	11	3	4	11	0	0	6	7	1	0	5	10	1	11	8	4	1	6	6	3	2	0	8	3	3	5	2	0	20	2	5	2	1	2	2	0	0	3	3	3	3	2	7	7	6	4	19	1	5	6	1	1	2	6	4	3	4	0	2	5	4	1	2	6	4	4	5	2	5	3	1	2	2	0	2	2	0	8	4	2	3	12	2	1	4	3	5	3	1	8	10	1	0	3	7	3	2	5	0	2	3	2	4	7	17	7	1	6	1	4	5	5	1	1	8	3	1	3	1	3	11	0	9	2	3	0	0	2	5	2	1	2	5	3	2	0	5	1	11	2	2	1	4	8	5	3	4	4	1	2	2	0	1	0	6	2	1	2	2	2	1	3	7	3	2	1	4	3	0	0	1	0	0	2	1	1	6	3	4	7	0	0	1	4	3	0	1	3	3	1	0	0	0	0	2	3	4	5	5	0	2	0	1	0	3	2	5	2	7	1	4	3	4	20	2	4	7	3	1	0	1	2	0	9	1	0	4	7	2	3	5	5	0	1	3	0	2	1	5	3	3	0	0	0	2	0	1	24	5	4	2	3	3	1	2	3	10	9	6	1	0	4	2	1	9	1	1	1	0	1	0	2	0	2	5	6	1	2	1	3	2	0	3	8	4	3	3	1	2	1	1	0	1	0	2	4	3	2	1	14	3	0	1	2	1	3	11	1	3	2	4	0	3	5	4	0	6	1	10	1	3	1	9	3	1	0	15	1	4	3	3	0	2	1	2	0	5	15	26	5	10	6	7	9	9	2	3	0	4	1	2	2	2	3	3	10	0	4	0	0	17	0	0	1	0	3	2	2	8	0	0	5	17	1	2	2	1	0	7	5	0	1	1	1	2	2	1	5	0	3	2	1	2	0	2	6	8	3	2	2	16	0	4	0	2	2	1	3	0	1	3	4	5	3	14	0	0	1	1	4	5	3	3	3	1	2	2	4	0	1	0	4	4	10	10	3	4	1	3	4	6	0	3	5	5	2	4	2	1	7
F-Measure	0	0	3	6	2	0	6	8	1	3	9	0	15	24	8	2	16	14	4	0	0	3	0	2	0	5	2	16	0	1	3	10	3	1	10	0	3	1	12	3	4	14	5	1	6	10	2	3	46	4	3	2	16	0	2	6	1	4	5	2	0	10	8	75	4	2	11	9	6	10	2	3	1	0	0	0	2	9	0	1	2	3	11	0	10	0	2	2	9	3	12	1	3	19	31	2	1	6	4	0	16	1	0	7	0	11	0	5	38	1	20	5	5	4	0	27	2	13	0	2	2	3	0	4	8	0	8	4	3	6	3	29	126	0	8	5	2	2	1	2	0	30	1	5	0	1	1	0	1	11	3	26	0	9	26	9	14	3	12	2	24	0	2	2	26	5	0	11	1	1	0	32	6	4	10	2	0	0	2	6	3	2	0	5	14	27	11	11	8	4	12	10	0	18	3	0	1	0	5	94	5	1	8	7	6	8	1	3	4	2	0	6	8	10	2	4	16	0	0	4	1	10	1	1	5	1	4	0	3	0	0	0	0	28	4	2	6	5	1	4	3	0	0	5	0	11	3	0	1	3	1	0	3	2	1	2	1	3	5	2	5	4	22	1	1	13	1	3	1	1	0	9	4	44	17	0	3	1	45	1	4	48	1	5	5	12	1	0	25	0	16	7	4	1	5	0	0	5	2	2	1	3	0	8	5	0	5	1	3	6	0	1	21	2	0	3	65	6	5	7	0	0	1	11	3	1	12	0	0	2	13	15	4	1	0	8	2	3	4	5	13	5	40	2	12	2	0	12	1	1	1	1	3	0	1	13	2	3	3	2	10	6	4	9	1	5	3	3	0	5	0	0	9	10	0	1	8	0	2	5	5	1	0	1	0	0	3	9	5	10	4	1	0	195	8	8	0	5	1	5	0	2	3	0	12	2	10	0	7	2	0	0	3	1	13	1	0	0	13	3	9	5	0	3	5	0	4	5	3	1	5	0	9	5	4	1	2	3	2	0	3	7	7	6	5	13	2	0	5	4	1	4	0	0	1	2	2	3	10	0	0	8	0	8	0	0	10	2	0	2	59	9	0	1	5	1	0	0	7	2	0	4	16	1	1	1	2	0	1	2	7	1	13	1	1	1	3	6	9	4	33
i am probably overthinking this	2	4	8	7	1	3	4	0	1	12	5	7	3	6	10	9	3	55	0	2	2	5	0	7	5	0	0	6	4	5	2	10	3	7	4	1	9	3	1	5	10	8	14	3	14	3	1	2	8	12	8	0	5	3	3	19	7	9	5	4	2	11	10	6	6	10	5	3	17	2	1	4	2	18	4	1	7	11	1	7	1	19	11	12	2	2	4	1	3	2	2	3	3	4	7	3	5	4	10	3	17	1	4	7	8	1	3	12	1	8	13	1	1	1	7	6	23	8	2	5	7	2	4	16	4	3	17	3	6	1	6	8	2	2	3	6	9	5	3	2	2	0	5	11	3	1	4	5	3	15	1	12	7	12	9	4	13	3	70	1	1	6	1	0	1	5	1	15	8	2	3	6	2	12	2	5	0	4	5	8	1	7	1	13	11	1	1	5	5	2	16	12	11	5	2	7	8	2	21	7	7	4	2	7	0	13	3	3	1	9	1	6	6	4	1	11	7	2	3	2	7	7	7	0	2	9	1	3	0	0	5	1	3	8	14	4	5	8	2	1	7	2	9	7	3	5	6	3	3	4	7	2	1	3	1	18	1	0	1	9	0	5	5	12	8	5	3	17	5	4	4	7	9	1	5	0	5	1	3	2	4	36	3	6	4	4	3	5	4	11	5	2	15	1	0	1	2	6	8	1	9	100	4	6	2	7	3	18	4	73	3	6	3	10	1	96	4	0	3	8	1	4	10	13	4	1	13	1	1	3	1	4	0	5	9	2	2	4	7	8	21	0	4	2	7	5	2	14	2	4	0	3	1	4	5	1	3	5	8	0	5	6	0	1	0	18	7	12	7	4	1	1	2	4	34	2	7	2	3	3	5	4	1	3	7	1	3	15	17	2	2	6	2	4	6	1	1	3	5	7	2	3	6	8	0	2	5	2	0	1	1	6	5	9	6	1	7	12	4	5	5	3	14	11	0	3	5	4	4	0	1	2	2	2	3	4	0	5	10	2	4	9	0	3	0	0	4	1	0	13	5	1	1	1	1	1	1	4	13	7	0	5	7	6	1	2	3	6	3	2	3	1	3	1	10	1	7	1	12	2	30	4	12	18	3	3	3	2	1	22	3	4	8	1	3	24	1	9	22	1	23
